"","Transect","Plot","Tree","Core","Species","Age","Status","Decay","DBH"
"1",1,1,1,"Yes","ABBI",41,1,"-",20.7
"2",1,1,2,"Yes","ABBI",96,1,"-",21.7
"3",1,1,3,"Yes","ABBI",124,1,"-",21.2
"4",1,1,4,"No","ABBI",NA,1,"-",NA
"5",1,1,5,"No","ABBI",NA,1,"-",8.3
"6",1,1,6,"No","ABBI",NA,1,"-",NA
"7",1,1,7,"No","ABBI",NA,1,"-",9
"8",1,1,8,"No","ABBI",NA,1,"-",7.3
"9",1,1,9,"No","ABBI",NA,1,"-",7.5
"10",1,1,10,"Yes","ABBI",NA,1,"-",NA
"11",1,1,11,"No","ABBI",78,1,"-",8.2
"12",1,1,12,"No","ABBI",NA,1,"-",11.8
"13",1,1,13,"No","ABBI",NA,1,"-",NA
"14",1,1,14,"No","ABBI",NA,1,"-",8.1
"15",1,1,15,"Yes","ABBI",NA,1,"-",10.9
"16",1,1,16,"No","ABBI",NA,1,"-",NA
"17",1,1,17,"Yes","ABBI",39,1,"-",6.1
"18",1,1,18,"No","ABBI",NA,1,"-",NA
"19",1,1,19,"No","ABBI",NA,1,"-",NA
"20",1,1,20,"No","ABBI",NA,1,"-",NA
"21",1,1,21,"No","ABBI",NA,1,"-",11.8
"22",1,1,22,"No","ABBI",NA,1,"-",9.5
"23",1,1,23,"No","ABBI",NA,1,"-",NA
"24",1,1,24,"No","ABBI",NA,1,"-",NA
"25",1,1,25,"No","ABBI",NA,1,"-",NA
"26",1,1,26,"No","ABBI",NA,1,"-",NA
"27",1,1,27,"No","ABBI",NA,1,"-",10.4
"28",1,1,28,"No","ABBI",NA,1,"-",NA
"29",1,1,29,"No","ABBI",NA,1,"-",NA
"30",1,1,30,"No","ABBI",NA,1,"-",NA
"31",1,1,31,"No","ABBI",NA,1,"-",NA
"32",1,1,32,"No","ABBI",NA,1,"-",NA
"33",1,1,33,"No","ABBI",NA,1,"-",NA
"34",1,1,34,"No","ABBI",NA,1,"-",NA
"35",1,2,1,"Yes","ABBI",68,1,"-",7.7
"36",1,2,2,"No","ABBI",NA,1,"-",8.5
"37",1,2,3,"No","ABBI",NA,1,"-",7.5
"38",1,2,4,"Yes","ABBI",97,1,"-",11.5
"39",1,2,5,"No","ABBI",NA,1,"-",12
"40",1,2,6,"No","ABBI",NA,1,"-",7.7
"41",1,2,7,"No","ABBI",NA,1,"-",9.6
"42",1,2,8,"No","ABBI",NA,1,"-",5.8
"43",1,2,9,"Yes","ABBI",96,1,"-",13
"44",1,2,10,"Yes","ABBI",NA,1,"-",16
"45",1,2,11,"Yes","ABBI",89,1,"-",15.4
"46",1,3,1,"Yes","PIEN",80,1,"-",30.4
"47",1,3,2,"Yes","PIEN",53,1,"-",17.4
"48",1,3,3,"No","PIEN",NA,1,"-",7.2
"49",1,3,4,"No","PIEN",NA,1,"-",10.5
"50",1,3,5,"No","PIEN",NA,1,"-",10
"51",1,3,6,"Yes","PIEN",87,1,"-",8.4
"52",1,3,7,"Yes","PIEN",NA,1,"-",8.6
"53",1,3,8,"Yes","PIEN",132,1,"-",16.7
"54",1,3,9,"Yes","PIEN",87,1,"-",10.7
"55",1,3,10,"Yes","PIEN",105,1,"-",17.1
"56",1,4,1,"No","PIEN",NA,1,"-",8
"57",1,4,2,"No","PIEN",95,1,"-",10.6
"58",1,4,3,"Yes","PIEN",NA,1,"-",11.5
"59",1,4,4,"Yes","PIEN",109,1,"-",11.4
"60",1,4,5,"Yes","PIEN",87,1,"-",13.9
"61",1,4,6,"No","PIEN",NA,1,"-",9.5
"62",1,4,7,"No","PIEN",NA,1,"-",13.4
"63",1,4,8,"Yes","PIEN",92,1,"-",22.3
"64",1,5,4,"Yes","ABBI",74,1,"-",14.5
"65",1,5,5,"Yes","ABBI",120,1,"-",21.8
"66",1,5,6,"No","ABBI",NA,1,"-",14
"67",1,5,7,"No","ABBI",NA,1,"-",10.8
"68",1,5,8,"No","ABBI",NA,1,"-",9.3
"69",1,5,9,"No","ABBI",NA,1,"-",11.8
"70",1,5,10,"Yes","ABBI",88,1,"-",12.5
"71",1,5,11,"Yes","ABBI",83,1,"-",18.4
"72",1,5,12,"Yes","ABBI",56,1,"-",9.2
"73",1,6,1,"Yes","PIEN",138,1,"-",15
"74",1,6,2,"Yes","PIEN",92,1,"-",8.8
"75",1,6,3,"Yes","PIEN",56,1,"-",22
"76",1,6,4,"No","PIEN",NA,1,"-",21.3
"77",1,6,5,"Yes","ABBI",NA,1,"-",8.2
"78",1,6,6,"No","ABBI",NA,1,"-",6
"79",1,6,7,"No","ABBI",NA,1,"-",5.8
"80",1,6,8,"No","ABBI",111,1,"-",12.5
"81",1,6,9,"Yes","ABBI",121,1,"-",13
"82",1,6,10,"No","ABBI",NA,1,"-",10.3
"83",1,6,11,"No","ABBI",NA,1,"-",6.5
"84",1,6,12,"No","ABBI",NA,1,"-",8.5
"85",1,6,13,"No","ABBI",107,1,"-",20
"86",1,6,14,"No","ABBI",NA,1,"-",5
"87",1,6,15,"No","ABBI",NA,1,"-",21.6
"88",1,6,16,"No","ABBI",NA,1,"-",8.4
"89",1,6,17,"No","ABBI",NA,1,"-",12.8
"90",1,6,18,"No","ABBI",NA,1,"-",13
"91",1,6,19,"No","ABBI",NA,1,"-",12.5
"92",1,6,20,"No","ABBI",NA,1,"-",6.7
"93",1,6,21,"No","ABBI",NA,1,"-",7
"94",1,6,22,"No","ABBI",NA,1,"-",6
"95",1,6,23,"No","ABBI",NA,1,"-",5.7
"96",1,7,1,"Yes","ABBI",80,1,"-",16.2
"97",1,7,2,"No","ABBI",NA,1,"-",17.9
"98",1,7,3,"No","ABBI",NA,1,"-",17
"99",1,7,4,"No","ABBI",NA,1,"-",11.5
"100",1,7,5,"No","ABBI",NA,1,"-",9.8
"101",1,7,6,"No","ABBI",NA,1,"-",9.5
"102",1,7,7,"No","ABBI",NA,1,"-",16
"103",1,7,8,"No","ABBI",NA,1,"-",7.4
"104",1,7,9,"Yes","ABBI",58,1,"-",13.1
"105",1,7,10,"Yes","ABBI",107,1,"-",10.5
"106",1,7,11,"No","ABBI",NA,1,"-",8.3
"107",1,7,12,"Yes","ABBI",112,1,"-",21.5
"108",1,7,13,"Yes","ABBI",55,1,"-",7
