Plot no.,Species,DBH (2004),2004 size bin,known age,predicted age,2004 age bin, 2004 Density (ha-1),2004BA (m2),Distance from 1922 (cm),DBH (1922),1922 size bin,1922 Density (ha-1),1922 BA (m2),,,,,,
132,QUGA,11.9,1,0,81,5,25,0.0111220,3.1,5.7,1,25,0.002552,,,,,,
133,PIPO,27.7,3,81,81,5,25,0.0602630,8.5,10.7,1,25,0.008992,,,,,,
133,PIPO,30.5,3,86,86,5,25,0.0730618,8.5,13.5,1,25,0.014314,,,,,,
135,PIST,22.8,2,108,108,6,25,0.0408282,5.6,11.6,1,25,0.010568,,,,,,
135,PIST,23,2,109,109,6,25,0.0415477,5.6,11.8,1,25,0.010936,,,,,,
135,PSME,30.8,3,100,100,5,25,0.0745062,7.8,15.2,1,25,0.018146,,,,,,
135,QUGA,18,2,0,93,5,25,0.0254470,3.1,11.8,1,25,0.010936,,,,,,
136,PIPO,25.5,2,111,111,6,25,0.0510706,8.5,8.5,1,25,0.005675,,,,,,
136,PIPO,27,3,0,111,6,25,0.0572557,8.5,10.0,1,25,0.007854,,,,,,
136,PIST,22.5,2,118,118,6,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
136,PSME,25.7,2,115,115,6,25,0.0518749,7.8,10.1,1,25,0.008012,,,,,,
136,PSME,30.5,3,112,112,6,25,0.0730618,7.8,14.9,1,25,0.017437,,,,,,
137,PIST,17.4,2,0,89,5,25,0.0237788,5.6,6.2,1,25,0.003019,,,,,,
137,PIST,17.8,2,0,90,5,25,0.0248846,5.6,6.6,1,25,0.003421,,,,,,
137,PIST,18,2,0,91,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
137,PSME,22.2,2,110,110,6,25,0.0387077,7.8,6.6,1,25,0.003421,,,,,,
137,PSME,28.5,3,85,85,5,25,0.0637941,7.8,12.9,1,25,0.013070,,,,,,
137,QUGA,12.5,1,0,84,5,25,0.0122719,3.1,6.3,1,25,0.003117,,,,,,
138,PIST,16.8,2,93,93,5,25,0.0221671,5.6,5.6,1,25,0.002463,,,,,,
138,PIST,20,2,94,94,5,25,0.0314160,5.6,8.8,1,25,0.006082,,,,,,
138,PSME,24.9,2,0,113,6,25,0.0486956,7.8,9.3,1,25,0.006793,,,,,,
138,PSME,28,3,177,177,9,25,0.0615754,7.8,12.4,1,25,0.012076,,,,,,
138,PSME,28.2,3,197,197,10,25,0.0624581,7.8,12.6,1,25,0.012469,,,,,,
138,PSME,28.5,3,125,125,7,25,0.0637941,7.8,12.9,1,25,0.013070,,,,,,
138,PSME,30,3,177,177,9,25,0.0706860,7.8,14.4,1,25,0.016286,,,,,,
138,QUGA,12.4,1,0,82,5,25,0.0120763,3.1,6.2,1,25,0.003019,,,,,,
138,QUGA,15.5,1,144,144,8,25,0.0188692,3.1,9.3,1,25,0.006793,,,,,,
138,QUGA,15.7,1,0,90,5,25,0.0193593,3.1,9.5,1,25,0.007088,,,,,,
139,PIST,17.1,2,146,146,8,25,0.0229659,5.6,5.9,1,25,0.002734,,,,,,
139,PIST,21.4,2,134,134,7,25,0.0359682,5.6,10.2,1,25,0.008171,,,,,,
139,PIST,22.3,2,0,103,6,25,0.0390572,5.6,11.1,1,25,0.009677,,,,,,
139,PIST,22.5,2,138,138,7,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
139,PIST,22.8,2,0,104,6,25,0.0408282,5.6,11.6,1,25,0.010568,,,,,,
139,PIST,23,2,173,173,9,25,0.0415477,5.6,11.8,1,25,0.010936,,,,,,
139,PIST,25,2,139,139,7,25,0.0490875,5.6,13.8,1,25,0.014957,,,,,,
139,PIST,25.1,2,191,191,10,25,0.0494810,5.6,13.9,1,25,0.015175,,,,,,
139,PIST,26.1,3,169,169,9,25,0.0535022,5.6,14.9,1,25,0.017437,,,,,,
139,PSME,30.8,3,99,99,5,25,0.0745062,7.8,15.2,1,25,0.018146,,,,,,
139,PSME,31.1,3,0,128,7,25,0.0759647,7.8,15.5,1,25,0.018869,,,,,,
140,PIPO,28.1,3,98,98,5,25,0.0620160,8.5,11.1,1,25,0.009677,,,,,,
140,QUGA,11.7,1,140,140,7,25,0.0107513,3.1,5.5,1,25,0.002376,,,,,,
140,QUGA,12.8,1,0,82,5,25,0.0128680,3.1,6.6,1,25,0.003421,,,,,,
141,PIST,22.5,2,0,103,6,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
141,QUGA,11.3,1,152,152,8,25,0.0100288,3.1,5.1,1,25,0.002043,,,,,,
141,QUGA,12.5,1,0,81,5,25,0.0122719,3.1,6.3,1,25,0.003117,,,,,,
141,QUGA,13,1,135,135,7,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
141,QUGA,13.2,1,0,82,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
141,QUGA,13.5,1,0,83,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
141,QUGA,14,1,128,128,7,25,0.0153938,3.1,7.8,1,25,0.004778,,,,,,
141,QUGA,15,1,0,87,5,25,0.0176715,3.1,8.8,1,25,0.006082,,,,,,
142,PIED,17.3,2,109,109,6,25,0.0235062,4.2,8.9,1,25,0.006221,,,,,,
142,PIED,17.5,2,123,123,7,25,0.0240529,4.2,9.1,1,25,0.006504,,,,,,
142,PIED,20.2,2,114,114,6,25,0.0320475,4.2,11.8,1,25,0.010936,,,,,,
142,PIED,23.7,2,150,150,8,25,0.0441151,4.2,15.3,1,25,0.018385,,,,,,
143,PIED,13.6,1,81,81,5,25,0.0145268,4.2,5.2,1,25,0.002124,,,,,,
143,PIED,14,1,101,101,6,25,0.0153938,4.2,5.6,1,25,0.002463,,,,,,
144,PIED,15.5,1,162,162,9,25,0.0188692,4.2,7.1,1,25,0.003959,,,,,,
144,PIED,17.8,2,189,189,10,25,0.0248846,4.2,9.4,1,25,0.006940,,,,,,
144,PIED,18,2,210,210,11,25,0.0254470,4.2,9.6,1,25,0.007238,,,,,,
144,PIED,20.1,2,216,216,11,25,0.0317309,4.2,11.7,1,25,0.010751,,,,,,
144,PIED,20.9,2,213,213,11,25,0.0343071,4.2,12.5,1,25,0.012272,,,,,,
144,PIED,22.2,2,176,176,9,25,0.0387077,4.2,13.8,1,25,0.014957,,,,,,
144,PIED,23.4,2,243,243,13,25,0.0430054,4.2,15.0,1,25,0.017672,,,,,,
145,PIED,16.7,2,103,103,6,25,0.0219040,4.2,8.3,1,25,0.005411,,,,,,
145,PIED,20.8,2,114,114,6,25,0.0339795,4.2,12.4,1,25,0.012076,,,,,,
146,PIST,16.7,2,0,86,5,25,0.0219040,5.6,5.5,1,25,0.002376,,,,,,
146,PIST,16.9,2,123,123,7,25,0.0224318,5.6,5.7,1,25,0.002552,,,,,,
146,PIST,18.7,2,0,97,5,25,0.0274647,5.6,7.5,1,25,0.004418,,,,,,
146,PIST,20.4,2,127,127,7,25,0.0326852,5.6,9.2,1,25,0.006648,,,,,,
146,PIST,21.6,2,135,135,7,25,0.0366436,5.6,10.4,1,25,0.008495,,,,,,
146,PIST,22.5,2,0,108,6,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
146,PIST,24.4,2,151,151,8,25,0.0467596,5.6,13.2,1,25,0.013685,,,,,,
146,PIST,25,2,151,151,8,25,0.0490875,5.6,13.8,1,25,0.014957,,,,,,
146,QUGA,18,2,0,93,5,25,0.0254470,3.1,11.8,1,25,0.010936,,,,,,
147,PSME,22.7,2,0,107,6,25,0.0404709,7.8,7.1,1,25,0.003959,,,,,,
147,PSME,22.7,2,0,108,6,25,0.0404709,7.8,7.1,1,25,0.003959,,,,,,
147,PSME,24.7,2,0,112,6,25,0.0479165,7.8,9.1,1,25,0.006504,,,,,,
147,PSME,30.7,3,0,127,7,25,0.0740232,7.8,15.1,1,25,0.017908,,,,,,
147,QUGA,12.7,1,122,122,7,25,0.0126677,3.1,6.5,1,25,0.003318,,,,,,
147,QUGA,13,1,0,82,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
147,QUGA,13.4,1,0,83,5,25,0.0141026,3.1,7.2,1,25,0.004072,,,,,,
148,PIPO,23.9,2,0,100,5,25,0.0448628,8.5,6.9,1,25,0.003739,,,,,,
150,PIST,20.8,2,0,98,5,25,0.0339795,5.6,9.6,1,25,0.007238,,,,,,
150,PSME,23,2,100,100,5,25,0.0415477,7.8,7.4,1,25,0.004301,,,,,,
150,QUGA,12.7,1,0,81,5,25,0.0126677,3.1,6.5,1,25,0.003318,,,,,,
150,QUGA,13.3,1,0,84,5,25,0.0138929,3.1,7.1,1,25,0.003959,,,,,,
150,QUGA,14.2,1,0,85,5,25,0.0158368,3.1,8.0,1,25,0.005027,,,,,,
150,QUGA,14.7,1,0,85,5,25,0.0169717,3.1,8.5,1,25,0.005675,,,,,,
150,QUGA,15,1,0,86,5,25,0.0176715,3.1,8.8,1,25,0.006082,,,,,,
150,QUGA,15.2,1,0,86,5,25,0.0181459,3.1,9.0,1,25,0.006362,,,,,,
150,QUGA,15.4,1,0,88,5,25,0.0186265,3.1,9.2,1,25,0.006648,,,,,,
150,QUGA,16.1,2,91,91,5,25,0.0203584,3.1,9.9,1,25,0.007698,,,,,,
150,QUGA,19.6,2,0,97,5,25,0.0301719,3.1,13.4,1,25,0.014103,,,,,,
151,PIST,18,2,0,90,5,25,0.0254470,5.6,6.8,1,25,0.003632,,,,,,
151,PIST,21.3,2,88,88,5,25,0.0356328,5.6,10.1,1,25,0.008012,,,,,,
151,PIST,22.5,2,0,103,6,25,0.0397609,5.6,11.3,1,25,0.010029,,,,,,
151,PIST,26,3,0,113,6,25,0.0530930,5.6,14.8,1,25,0.017203,,,,,,
151,QUGA,12.9,1,0,81,5,25,0.0130698,3.1,6.7,1,25,0.003526,,,,,,
151,QUGA,13,1,0,81,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
151,QUGA,13.3,1,0,81,5,25,0.0138929,3.1,7.1,1,25,0.003959,,,,,,
151,QUGA,13.3,1,0,82,5,25,0.0138929,3.1,7.1,1,25,0.003959,,,,,,
151,QUGA,13.4,1,0,82,5,25,0.0141026,3.1,7.2,1,25,0.004072,,,,,,
151,QUGA,13.5,1,130,130,7,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
151,QUGA,14.1,1,0,84,5,25,0.0156145,3.1,7.9,1,25,0.004902,,,,,,
151,QUGA,14.5,1,0,85,5,25,0.0165130,3.1,8.3,1,25,0.005411,,,,,,
151,QUGA,14.7,1,0,85,5,25,0.0169717,3.1,8.5,1,25,0.005675,,,,,,
151,QUGA,14.8,1,124,124,7,25,0.0172034,3.1,8.6,1,25,0.005809,,,,,,
151,QUGA,14.9,1,123,123,7,25,0.0174367,3.1,8.7,1,25,0.005945,,,,,,
151,QUGA,15.4,1,133,133,7,25,0.0186265,3.1,9.2,1,25,0.006648,,,,,,
151,QUGA,15.5,1,0,87,5,25,0.0188692,3.1,9.3,1,25,0.006793,,,,,,
151,QUGA,15.7,1,0,88,5,25,0.0193593,3.1,9.5,1,25,0.007088,,,,,,
151,QUGA,18.2,2,127,127,7,25,0.0260156,3.1,12.0,1,25,0.011310,,,,,,
152,PIST,24.4,2,105,105,6,25,0.0467596,5.6,13.2,1,25,0.013685,,,,,,
152,QUGA,11.4,1,96,96,5,25,0.0102071,3.1,5.2,1,25,0.002124,,,,,,
152,QUGA,14.8,1,90,90,5,25,0.0172034,3.1,8.6,1,25,0.005809,,,,,,
152,QUGA,15.2,1,0,87,5,25,0.0181459,3.1,9.0,1,25,0.006362,,,,,,
153,PIST,17.5,2,99,99,5,25,0.0240529,5.6,6.3,1,25,0.003117,,,,,,
153,QUGA,11.6,1,94,94,5,25,0.0105683,3.1,5.4,1,25,0.002290,,,,,,
153,QUGA,12.5,1,149,149,8,25,0.0122719,3.1,6.3,1,25,0.003117,,,,,,
153,QUGA,12.9,1,0,81,5,25,0.0130698,3.1,6.7,1,25,0.003526,,,,,,
153,QUGA,13,1,0,81,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
153,QUGA,13.2,1,0,82,5,25,0.0136848,3.1,7.0,1,25,0.003848,,,,,,
153,QUGA,13.7,1,0,86,5,25,0.0147412,3.1,7.5,1,25,0.004418,,,,,,
153,QUGA,15.1,1,0,90,5,25,0.0179079,3.1,8.9,1,25,0.006221,,,,,,
153,QUGA,16.9,2,0,90,5,25,0.0224318,3.1,10.7,1,25,0.008992,,,,,,
154,PIST,26.5,3,114,114,6,25,0.0551547,5.6,15.3,1,25,0.018385,,,,,,
154,QUGA,13.4,1,0,82,5,25,0.0141026,3.1,7.2,1,25,0.004072,,,,,,
154,QUGA,13.4,1,0,82,5,25,0.0141026,3.1,7.2,1,25,0.004072,,,,,,
154,QUGA,13.5,1,0,84,5,25,0.0143139,3.1,7.3,1,25,0.004185,,,,,,
154,QUGA,14.5,1,0,86,5,25,0.0165130,3.1,8.3,1,25,0.005411,,,,,,
154,QUGA,15.3,1,0,88,5,25,0.0183854,3.1,9.1,1,25,0.006504,,,,,,
154,QUGA,16,2,0,89,5,25,0.0201062,3.1,9.8,1,25,0.007543,,,,,,
154,QUGA,16.6,2,0,92,5,25,0.0216425,3.1,10.4,1,25,0.008495,,,,,,
154,QUGA,17.7,2,0,93,5,25,0.0246058,3.1,11.5,1,25,0.010387,,,,,,
154,QUGA,18.1,2,0,97,5,25,0.0257305,3.1,11.9,1,25,0.011122,,,,,,
154,QUGA,19.5,2,0,97,5,25,0.0298648,3.1,13.3,1,25,0.013893,,,,,,
154,QUGA,21.6,2,145,145,8,25,0.0366436,3.1,15.4,1,25,0.018627,,,,,,
156,PIST,19,2,100,100,5,25,0.0283529,5.6,7.8,1,25,0.004778,,,,,,
156,QUGA,12,1,86,86,5,25,0.0113098,3.1,5.8,1,25,0.002642,,,,,,
156,QUGA,12.5,1,134,134,7,25,0.0122719,3.1,6.3,1,25,0.003117,,,,,,
156,QUGA,12.9,1,0,81,5,25,0.0130698,3.1,6.7,1,25,0.003526,,,,,,
156,QUGA,13,1,0,81,5,25,0.0132733,3.1,6.8,1,25,0.003632,,,,,,
156,QUGA,13.3,1,124,124,7,25,0.0138929,3.1,7.1,1,25,0.003959,,,,,,
156,QUGA,16.3,2,123,123,7,25,0.0208673,3.1,10.1,1,25,0.008012,,,,,,
157,PIED,14,1,93,93,5,25,0.0153938,4.2,5.6,1,25,0.002463,,,,,,
157,PIED,15.8,1,110,110,6,25,0.0196067,4.2,7.4,1,25,0.004301,,,,,,
157,PIED,17.5,2,95,95,5,25,0.0240529,4.2,9.1,1,25,0.006504,,,,,,
157,PIED,21.4,2,93,93,5,25,0.0359682,4.2,13.0,1,25,0.013273,,,,,,
158,PIED,14.8,1,132,132,7,25,0.0172034,4.2,6.4,1,25,0.003217,,,,,,
158,PIED,18,2,118,118,6,25,0.0254470,4.2,9.6,1,25,0.007238,,,,,,
158,PIED,23.9,2,111,111,6,25,0.0448628,4.2,15.5,1,25,0.018869,,,,,,
158,PIED,24.1,2,158,158,8,25,0.0456168,4.2,15.7,1,25,0.019359,,,,,,
159,PIED,14.5,1,175,175,9,25,0.0165130,4.2,6.1,1,25,0.002922,,,,,,
159,PIED,15,1,154,154,8,25,0.0176715,4.2,6.6,1,25,0.003421,,,,,,
159,PIED,23,2,203,203,11,25,0.0415477,4.2,14.6,1,25,0.016742,,,,,,
160,PIED,14.1,1,161,161,9,25,0.0156145,4.2,5.7,1,25,0.002552,,,,,,
160,PIED,20.8,2,134,134,7,25,0.0339795,4.2,12.4,1,25,0.012076,,,,,,
160,PIPO,23.9,2,0,100,5,25,0.0448628,8.5,6.9,1,25,0.003739,,,,,,
160,PIPO,23.9,2,0,106,6,25,0.0448628,8.5,6.9,1,25,0.003739,,,,,,
160,PIPO,25.6,2,114,114,6,25,0.0514720,8.5,8.6,1,25,0.005809,,,,,,
2,PIST,35,3,109,109,6,25,0.0962115,5.6,23.8,2,25,0.044488,,,,,,
2,PSME,41,4,104,104,6,25,0.1320257,7.8,25.4,2,25,0.050671,,,,,,
3,PIST,28.6,3,104,104,6,25,0.0642426,5.6,17.4,2,25,0.023779,,,,,,
3,QUGA,27,3,0,115,6,25,0.0572557,3.1,20.8,2,25,0.033980,,,,,,
4,PIPO,34.3,3,0,139,7,25,0.0924015,8.5,17.3,2,25,0.023506,,,,,,
4,PSME,34,3,0,135,7,25,0.0907922,7.8,18.4,2,25,0.026591,,,,,,
5,PIST,28.5,3,212,212,11,25,0.0637941,5.6,17.3,2,25,0.023506,,,,,,
5,PIST,29.2,3,0,125,7,25,0.0669663,5.6,18.0,2,25,0.025447,,,,,,
5,PIST,30,3,212,212,11,25,0.0706860,5.6,18.8,2,25,0.027759,,,,,,
5,PIST,34.9,3,111,111,6,25,0.0956625,5.6,23.7,2,25,0.044115,,,,,,
6,PIST,27.5,3,0,118,6,25,0.0593959,5.6,16.3,2,25,0.020867,,,,,,
6,PIST,30.5,3,149,149,8,25,0.0730618,5.6,19.3,2,25,0.029255,,,,,,
8,PSME,32.8,3,124,124,7,25,0.0844965,7.8,17.2,2,25,0.023235,,,,,,
8,PSME,40.7,4,142,142,8,25,0.1301007,7.8,25.1,2,25,0.049481,,,,,,
9,PIST,30.2,3,125,125,7,25,0.0716316,5.6,19.0,2,25,0.028353,,,,,,
11,QUGA,22.7,2,0,106,6,25,0.0404709,3.1,16.5,2,25,0.021383,,,,,,
11,QUGA,23.4,2,0,107,6,25,0.0430054,3.1,17.2,2,25,0.023235,,,,,,
11,QUGA,23.8,2,0,110,6,25,0.0444882,3.1,17.6,2,25,0.024329,,,,,,
11,QUGA,25,2,160,160,8,25,0.0490875,3.1,18.8,2,25,0.027759,,,,,,
11,QUGA,25.1,2,0,112,6,25,0.0494810,3.1,18.9,2,25,0.028055,,,,,,
11,QUGA,25.7,2,0,112,6,25,0.0518749,3.1,19.5,2,25,0.029865,,,,,,
11,QUGA,25.8,2,0,114,6,25,0.0522794,3.1,19.6,2,25,0.030172,,,,,,
11,QUGA,26.5,3,161,161,9,25,0.0551547,3.1,20.3,2,25,0.032366,,,,,,
11,QUGA,26.6,3,0,115,6,25,0.0555718,3.1,20.4,2,25,0.032685,,,,,,
12,PIST,30.8,3,155,155,8,25,0.0745062,5.6,19.6,2,25,0.030172,,,,,,
12,PIST,31,3,108,108,6,25,0.0754769,5.6,19.8,2,25,0.030791,,,,,,
12,PIST,32,3,0,136,7,25,0.0804250,5.6,20.8,2,25,0.033980,,,,,,
12,PSME,39,4,110,110,6,25,0.1194593,7.8,23.4,2,25,0.043005,,,,,,
12,QUGA,31,3,0,125,7,25,0.0754769,3.1,24.8,2,25,0.048305,,,,,,
13,PIPO,36.3,4,123,123,7,25,0.1034914,8.5,19.3,2,25,0.029255,,,,,,
13,PSME,33.8,3,104,104,6,25,0.0897272,7.8,18.2,2,25,0.026016,,,,,,
13,QUGA,22.4,2,0,104,6,25,0.0394082,3.1,16.2,2,25,0.020612,,,,,,
13,QUGA,24.5,2,0,109,6,25,0.0471436,3.1,18.3,2,25,0.026302,,,,,,
14,PIPO,33.1,3,103,103,6,25,0.0860492,8.5,16.1,2,25,0.020358,,,,,,
14,PIPO,35,3,0,144,8,25,0.0962115,8.5,18.0,2,25,0.025447,,,,,,
14,PIPO,35.5,3,108,108,6,25,0.0989800,8.5,18.5,2,25,0.026880,,,,,,
14,PIPO,36.5,4,0,154,8,25,0.1046349,8.5,19.5,2,25,0.029865,,,,,,
14,PIPO,40.8,4,122,122,7,25,0.1307408,8.5,23.8,2,25,0.044488,,,,,,
17,PIED,30.1,3,185,185,10,25,0.0711580,4.2,21.7,2,25,0.036984,,,,,,
17,PIED,31.7,3,168,168,9,25,0.0789241,4.2,23.3,2,25,0.042639,,,,,,
20,PIED,31,3,86,86,5,25,0.0754769,4.2,22.6,2,25,0.040115,,,,,,
21,PSME,38,4,103,103,6,25,0.1134118,7.8,22.4,2,25,0.039408,,,,,,
22,PIED,25.8,2,116,116,6,25,0.0522794,4.2,17.4,2,25,0.023779,,,,,,
22,PIPO,41.6,4,120,120,6,25,0.1359182,8.5,24.6,2,25,0.047529,,,,,,
22,PIPO,42.1,4,124,124,7,25,0.1392051,8.5,25.1,2,25,0.049481,,,,,,
22,PSME,32.1,3,105,105,6,25,0.0809284,7.8,16.5,2,25,0.021383,,,,,,
23,PIST,31.2,3,0,128,7,25,0.0764540,5.6,20.0,2,25,0.031416,,,,,,
24,PIED,26,3,178,178,9,25,0.0530930,4.2,17.6,2,25,0.024329,,,,,,
24,PIED,29,3,194,194,10,25,0.0660521,4.2,20.6,2,25,0.033329,,,,,,
24,PIPO,33.3,3,92,92,5,25,0.0870922,8.5,16.3,2,25,0.020867,,,,,,
25,PIST,29.4,3,0,123,7,25,0.0678868,5.6,18.2,2,25,0.026016,,,,,,
25,PIST,32.4,3,240,240,12,25,0.0824482,5.6,21.2,2,25,0.035299,,,,,,
26,PIST,30.2,3,182,182,10,25,0.0716316,5.6,19.0,2,25,0.028353,,,,,,
26,PIST,30.7,3,168,168,9,25,0.0740232,5.6,19.5,2,25,0.029865,,,,,,
26,PIST,32.1,3,0,131,7,25,0.0809284,5.6,20.9,2,25,0.034307,,,,,,
26,PIST,36.5,4,0,144,8,25,0.1046349,5.6,25.3,2,25,0.050273,,,,,,
26,PIST,36.5,4,0,145,8,25,0.1046349,5.6,25.3,2,25,0.050273,,,,,,
26,PIST,36.9,4,159,159,8,25,0.1069408,5.6,25.7,2,25,0.051875,,,,,,
26,PIST,37,4,0,150,8,25,0.1075213,5.6,25.8,2,25,0.052279,,,,,,
26,QUGA,25.9,2,0,112,6,25,0.0526854,3.1,19.7,2,25,0.030481,,,,,,
27,PIST,31.2,3,140,140,7,25,0.0764540,5.6,20.0,2,25,0.031416,,,,,,
27,PIST,33,3,0,138,7,25,0.0855301,5.6,21.8,2,25,0.037325,,,,,,
27,PIST,34.5,3,135,135,7,25,0.0934822,5.6,23.3,2,25,0.042639,,,,,,
27,PSME,31.8,3,0,130,7,25,0.0794228,7.8,16.2,2,25,0.020612,,,,,,
27,PSME,31.8,3,0,131,7,25,0.0794228,7.8,16.2,2,25,0.020612,,,,,,
27,QUGA,22.7,2,0,104,6,25,0.0404709,3.1,16.5,2,25,0.021383,,,,,,
27,QUGA,29.1,3,0,120,6,25,0.0665085,3.1,22.9,2,25,0.041187,,,,,,
27,QUGA,29.1,3,0,124,7,25,0.0665085,3.1,22.9,2,25,0.041187,,,,,,
28,PIST,31.2,3,121,121,7,25,0.0764540,5.6,20.0,2,25,0.031416,,,,,,
30,PIST,30.2,3,138,138,7,25,0.0716316,5.6,19.0,2,25,0.028353,,,,,,
30,PIST,32.5,3,134,134,7,25,0.0829579,5.6,21.3,2,25,0.035633,,,,,,
30,PIST,32.5,3,166,166,9,25,0.0829579,5.6,21.3,2,25,0.035633,,,,,,
30,PIST,32.8,3,134,134,7,25,0.0844965,5.6,21.6,2,25,0.036644,,,,,,
30,PIST,34.3,3,0,140,7,25,0.0924015,5.6,23.1,2,25,0.041910,,,,,,
30,PIST,35.1,3,0,142,8,25,0.0967621,5.6,23.9,2,25,0.044863,,,,,,
30,PIST,35.9,3,145,145,8,25,0.1012231,5.6,24.7,2,25,0.047916,,,,,,
30,PSME,34,3,0,135,7,25,0.0907922,7.8,18.4,2,25,0.026591,,,,,,
30,PSME,40,4,0,150,8,25,0.1256640,7.8,24.4,2,25,0.046760,,,,,,
33,PSME,36.5,4,0,142,8,25,0.1046349,7.8,20.9,2,25,0.034307,,,,,,
33,QUGA,24.9,2,0,110,6,25,0.0486956,3.1,18.7,2,25,0.027465,,,,,,
33,QUGA,24.9,2,0,112,6,25,0.0486956,3.1,18.7,2,25,0.027465,,,,,,
33,QUGA,25.9,2,0,113,6,25,0.0526854,3.1,19.7,2,25,0.030481,,,,,,
35,PIST,33.4,3,0,135,7,25,0.0876161,5.6,22.2,2,25,0.038708,,,,,,
35,PIST,33.4,3,0,137,7,25,0.0876161,5.6,22.2,2,25,0.038708,,,,,,
36,PIED,25.5,2,0,87,5,25,0.0510706,4.2,17.1,2,25,0.022966,,,,,,
36,PIED,25.5,2,0,89,5,25,0.0510706,4.2,17.1,2,25,0.022966,,,,,,
36,PIED,31.4,3,127,127,7,25,0.0774373,4.2,23.0,2,25,0.041548,,,,,,
37,PSME,35,3,101,101,6,25,0.0962115,7.8,19.4,2,25,0.029559,,,,,,
37,PSME,39.4,4,0,149,8,25,0.1219224,7.8,23.8,2,25,0.044488,,,,,,
38,PIPO,39.7,4,0,160,8,25,0.1237861,8.5,22.7,2,25,0.040471,,,,,,
38,PIST,32,3,117,117,6,25,0.0804250,5.6,20.8,2,25,0.033980,,,,,,
40,PIPO,41.3,4,145,145,8,25,0.1339649,8.5,24.3,2,25,0.046377,,,,,,
40,PIST,32.5,3,152,152,8,25,0.0829579,5.6,21.3,2,25,0.035633,,,,,,
42,PIED,25.5,2,86,86,5,25,0.0510706,4.2,17.1,2,25,0.022966,,,,,,
43,PIST,27.2,3,146,146,8,25,0.0581070,5.6,16.0,2,25,0.020106,,,,,,
43,PSME,40.1,4,106,106,6,25,0.1262931,7.8,24.5,2,25,0.047144,,,,,,
44,PIPO,38.3,4,152,152,8,25,0.1152095,8.5,21.3,2,25,0.035633,,,,,,
44,PSME,34.3,3,116,116,6,25,0.0924015,7.8,18.7,2,25,0.027465,,,,,,
44,PSME,36.1,4,0,141,8,25,0.1023541,7.8,20.5,2,25,0.033006,,,,,,
44,PSME,36.1,4,0,142,8,25,0.1023541,7.8,20.5,2,25,0.033006,,,,,,
44,PSME,38.5,4,149,149,8,25,0.1164159,7.8,22.9,2,25,0.041187,,,,,,
44,PSME,39.5,4,152,152,8,25,0.1225420,7.8,23.9,2,25,0.044863,,,,,,
46,PIST,29,3,105,105,6,25,0.0660521,5.6,17.8,2,25,0.024885,,,,,,
46,PIST,29,3,106,106,6,25,0.0660521,5.6,17.8,2,25,0.024885,,,,,,
46,PIST,29.5,3,0,125,7,25,0.0683494,5.6,18.3,2,25,0.026302,,,,,,
46,PIST,30,3,112,112,6,25,0.0706860,5.6,18.8,2,25,0.027759,,,,,,
46,PIST,31.4,3,0,130,7,25,0.0774373,5.6,20.2,2,25,0.032047,,,,,,
46,PSME,37.7,4,167,167,9,25,0.1116281,7.8,22.1,2,25,0.038360,,,,,,
47,PIST,29.2,3,103,103,6,25,0.0669663,5.6,18.0,2,25,0.025447,,,,,,
47,PSME,34,3,82,82,5,25,0.0907922,7.8,18.4,2,25,0.026591,,,,,,
47,PSME,39.7,4,0,149,8,25,0.1237861,7.8,24.1,2,25,0.045617,,,,,,
48,PIPO,36.6,4,0,148,8,25,0.1052090,8.5,19.6,2,25,0.030172,,,,,,
50,PIST,33.5,3,129,129,7,25,0.0881415,5.6,22.3,2,25,0.039057,,,,,,
51,PIPO,33.5,3,0,137,7,25,0.0881415,8.5,16.5,2,25,0.021383,,,,,,
51,PSME,34.1,3,102,102,6,25,0.0913271,7.8,18.5,2,25,0.026880,,,,,,
52,PIPO,40.1,4,130,130,7,25,0.1262931,8.5,23.1,2,25,0.041910,,,,,,
54,PIPO,41.2,4,122,122,7,25,0.1333169,8.5,24.2,2,25,0.045996,,,,,,
54,PSME,31.7,3,0,130,7,25,0.0789241,7.8,16.1,2,25,0.020358,,,,,,
54,PSME,31.8,3,0,133,7,25,0.0794228,7.8,16.2,2,25,0.020612,,,,,,
54,PSME,33.1,3,0,137,7,25,0.0860492,7.8,17.5,2,25,0.024053,,,,,,
54,PSME,34.5,3,103,103,6,25,0.0934822,7.8,18.9,2,25,0.028055,,,,,,
54,PSME,38.8,4,108,108,6,25,0.1182373,7.8,23.2,2,25,0.042273,,,,,,
55,PIED,26.5,3,117,117,6,25,0.0551547,4.2,18.1,2,25,0.025730,,,,,,
